Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42705,,
Mouse ID,12205,,
Disposition,"Lethargic, tumor on top of skull forcing eyes shut",,
Sex,Male,,
Strain,Pten WT,,
BD,42633,,
Sac Date,42705,,
Age at Sac,72,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42634,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42688,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Pten wt,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,H&L looked fine,,
,"Skull intact, possible blood in brain",,
,tumor may have been starting to ulcerate,,
,"1 tumor cryovial frozen, cell line attempted",,
