Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42793,,
Mouse ID,13015,,
Disposition,domed head,,
Sex,female,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42697,,
Sac Date,42789,,
Age at Sac,92,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42699,,
Virus 1,TRE3-BRAF,,
Virus 2,TetOff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42422,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"soft/necrotic tumor tissue in brain, tried to fight Angel",,
,,,
