Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43602,,
Mouse ID,18646,,
Disposition,Very fat. Otherwise healthy.,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43277,,
Sac Date,43599,,
Age at Sac,322,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,43263,,
Virus 1,TRE3-IDH1R132H,,
Virus 2,PDGFA,,
Virus 3,Tetoff-IRES-Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43271,,
Dox Tx?,Yes,,
Duration of Dox Tx,Dox on @ 6/29/18-death,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,Brain,,
Zinc fixed?,No,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
,,,
Additional comments,Mouse found dead so brain was very squishy.,,
