Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42741,,
Mouse ID,12529,,
Disposition,poor health,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42662,,
Sac Date,42741,,
Age at Sac,79,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42664,,
Virus 1,TRE3-Braf,,
Virus 2,TetOff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"hunched, lethargic",,
,Skull intact; brain appeared normal.,,
