Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42774,,
Mouse ID,13683,,
Disposition,No palpable tumor; abnormal breathing,,
Sex,Female,,
Strain,All alleles,,
BD,42741,,
Sac Date,42774,,
Age at Sac,33,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42619,,
Virus 1,RCAS myr-FLAG AKT 1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42758,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,Heart and Lungs,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,No tumor founded; H&L collected and there were many mets surrounding the heart and lungs; a mets encapsulated the entire left lobes of lung upon visual inspection,,
,,,
