Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43061,,
Mouse ID,16578,,
Disposition,Twitching nonstop,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Pten f/f,,
BD,42966,,
Sac Date,43060,,
Age at Sac,94,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42970,,
Virus 1,P53R273C,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,RCAS (X),,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
