Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42689,,
Mouse ID,11687,,
Disposition,domed head,,
Sex,female,,
Strain,"n-tva, pten f/f",,
BD,42594,,
Sac Date,42675,,
Age at Sac,81,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42594,,
Virus 1,TRE3-BRAF,,
Virus 2,tetoff,,
Virus 3,cre,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,"n-tva, pten f/f",,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,hydrocephaly,,
,H&E: tumor proliferation invading cortex/hippocmapus; angiogenesis,,
