Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42685,,
Mouse ID,11986,,
Disposition,"T1- R-scapula, T2- mid-spine; normal beh; sac'd due to tumor volume",,
Sex,Female,,
Strain,All alleles,,
BD,42617,,
Sac Date,42685,,
Age at Sac,68,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42619,,
Virus 1,RCAS HA-Akt1 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42671,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"T1- R-scapula, T2- mid-spine; normal beh; sac'd due to tumor volume",,
,Skull was intact,,
,Organs appeared normal,,
,"T1- 2 cryogenics, 1 cell line attempted; T2- 1 cryogenic, 1 cell line attempted",,
