Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,44055,,
Mouse ID,24117,,
Disposition,T1 -- Nape of neck,,
Disposition,"Reason for sac: Illness (not moving well, hunched, ungroomed)",,
Disposition,,,
Treatment,,,
Sex,Male,`,
Strain,All Alleles,,
BD,44014,,
Sac Date,44055,,
Age at Sac,41,,
Injection Date,44014,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,"Unknown, maybe one",,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"T1?, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1?, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,Skull intact as far as I could determine,,
,Brain was slightly abnormal -- bulging from rear-right but intact; possible hydrocephaly,,
,Possible primary tumor between rear-right skull and skin (very tiny mass -- will need H&E to determine if malignant),,
,"The possible primary tumor was added to formalin, not enough tissue for cryogenic or cell line",,
,Brain and lungs were added to formalin,,
,Lungs had countless nodules ranging from small to massive,,
