Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42842,,
Mouse ID,12245,,
Disposition,Found dead with face eaten off. No tumor-- no necropsy performed.,,
Sex,Male,,
Strain,Ink WT,,
BD,42637,,
Sac Date,42852,,
Age at Sac,215,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42639,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,,,
,,,
Formalin fixed?,No,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,No necropsy done.,,
,,,
