Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43122,,
Mouse ID,16581,,
Disposition,Experimental Endpoint,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Pten f/f,,
BD,42966,,
Sac Date,43122,,
Age at Sac,156,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42970,,
Virus 1,P53R273C,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,RCAS (X),,
Evidence of tumor?,Yes,,
Date Tumor reported,42986,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Hydrocephaly, domed skull.",,
,,,
