Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42527,,
Mouse ID,10151,,
Disposition,"T1- throat, T2- L-scapula, T3- base of skull, somewhat lethargic, sac'd primarily due to tumor size",,
Sex,Male,,
Strain,All Alleles,,
BD,42476,,
Sac Date,42527,,
Age at Sac,51,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42478,,
Virus 1,RCAS HA-Akt1 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"T1- throat, T2- L-scapula, T3- base of skull, somewhat lethargic, sac'd primarily due to tumor size",,
,Skull intact,,
,All organs appeared normal,,
,"T1- 3 cryogenics, 1 cell line; T2- 1 cryogenic, 1 cell line, T3- 1 cell line",,
