Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43021,,
Mouse ID,15370,,
Disposition,Experimental Endpoint,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42866,,
Sac Date,43021,,
Age at Sac,155,,
RCAS injection?,Yes,,
Injection route,Intercranial,,
Injection Date,42870,,
Virus 1,RCAS (x),,
Virus 2,RCAS (x),,
Virus 3,PDGFA,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Brain appeared normal,,
,,,
