Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42823,,
Mouse ID,14139,,
Disposition,abnormal behavior,,
Sex,male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42775,,
Sac Date,42823,,
Age at Sac,48,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42775,,
Virus 1,PDGFA,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42823,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,bobbing head,,
,,,
