Mouse Necropsy information sheet,...2,...3,...4
Initials,YN,,
Today's Date,42653,,
Mouse ID,11902,,
Disposition,"Shaking body, large tumor spanning from head to mid back, paralyzed rear legs",,
Sex,Female,,
Strain,All alleles,,
BD,42610,,
Sac Date,42646,,
Age at Sac,36,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42612,,
Virus 1,RCAS myrAkt 2PL/1KR,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42641,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, primary tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Tumor was extremely large, possible mets into spinal cord due to inability to move hind legs upon visual inspection",,
,"Skull intact, H&L looked okay.",,
