Mouse Necropsy information sheet,...2,...3,...4
Initials,aw,,
Today's Date,42712,,
Mouse ID,11879,,
Disposition,lethargic,,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/+; Ink4a f/f; Pten f/f (Injected),,
BD,42608,,
Sac Date,42627,,
Age at Sac,19,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42610,,
Virus 1,LV:NF1,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX +/+; Ink4a f/f; Pten f/f (Injected),,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
