Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42943,,
Mouse ID,15804,,
Disposition,Slightly lethargic; sac'd due to poor health (prolapsed rectum and heavy breathing); T1-right scapula,,
Sex,Female,,
Strain,All Alleles,,
BD,42902,,
Sac Date,42943,,
Age at Sac,39,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42902,,
Virus 1,HA-Akt1,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42933,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,Slightly lethargic; sac'd due to poor health (prolapsed rectum and heavy breathing); T1-right scapula,,
,Brain and skull both appeared in tact.,,
,Large tumor and multiple smaller nodules found on/surrounding lungs (retained with lungs).,,
,Very little healthy lung tissue present.,,
,All other organs appeared normal.,,
,No cryogenics attempted due to tumor being too small; 1 cell line attempted.,,
