Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43010,,
Mouse ID,16580,,
Disposition,Found Dead,,
Sex,Male,,
Strain,Nestin-TVA; ATRX flox/flox; Pten f/f,,
BD,42966,,
Sac Date,43010,,
Age at Sac,44,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42970,,
Virus 1,P53R273C,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,RCAS (X),,
Evidence of tumor?,Yes,,
Date Tumor reported,42986,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Small, thin mouse with bulging cranium. Found dead overnight. Upon necropsy: Hydrocephaly, large amount of necrotic tissue in the hindbrain.",,
,,,
