Mouse Necropsy information sheet,...2,...3,...4
Initials,CF,,
Today's Date,43059,,
Mouse ID,15860,,
Disposition,,,
Sex,female,,
Strain,N-TVA;Ink4a/Arf-f/f,,
BD,42907,,
Sac Date,43059,,
Age at Sac,152,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42900,,
Virus 1,,,
Virus 2,IDH-R132H,,
Virus 3,PDGFA,,
Virus 4,Cre,,
Evidence of tumor?,no,,
Date Tumor reported,n/a --endpoint,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
