Mouse Necropsy information sheet,...2,...3,...4
Initials,DS,,
Today's Date,42992,,
Mouse ID,16407,,
Disposition,"poor health, difficulty breathing",,
Sex,Female,,
Strain,N-TVA; Braf Ca/+; Pten f/f; Ink f/f,,
BD,42951,,
Sac Date,42992,,
Age at Sac,41,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42952,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf Ca/+; Pten f/f; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
