Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43545,,
Mouse ID,19722,,
Disposition,T1 -- Nape of neck (tiny),,
Disposition,Found dead,,
,,,
Disposition,Only dosed for 1 day prior to necropsy,,
Treatment,AKTi,,
Sex,Male,,
Strain,All Alleles,,
BD,43504,,
Sac Date,43545,,
Age at Sac,41,,
Injection Date,43140,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Difficult to tell (necrotic but nothing noticeable),,
Additional comments,Skull intact,,
,Brain was partially mushy,,
,No cryos or cell lines (tiny primary),,
,1 FFPE for T1,,
