Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42921,,
Mouse ID,15715,,
Disposition,lethargic,,
Sex,male,,
Strain,Nestin-TVA; ATRX flox/flox; Pten f/f,,
BD,42889,,
Sac Date,42921,,
Age at Sac,32,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,RCASV5P53R273C,,
Virus 1,PDGFA,,
Virus 2,IDHR132H,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42914,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,hydrocephaly,,
,,,
