Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42660,,
Mouse ID,12189,,
Disposition,"Paralyzed rear legs; T1- L ear, very small",,
Sex,Female,,
Strain,All alleles,,
BD,42633,,
Sac Date,42660,,
Age at Sac,27,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42633,,
Virus 1,RCAS HA-Akt3 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Paralyzed rear legs; T1- L ear, very small",,
,Skull intact but soft; brain slightly mushy,,
,Organs looked normal,,
,T1- 1 cell line attempted,,
