Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43192,,
Mouse ID,17507,,
Disposition,Poor health,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43085,,
Sac Date,43192,,
Age at Sac,107,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43088,,
Virus1,IDH1R132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,43192,,
Dox Tx?,T+O,,
Duration of Dox Tx,20 Doses,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Large mass of necrotic tissue located underneath the brain,,
,,,
