Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,42849,,
Mouse ID,14401,,
Disposition,FD,,
Sex,M,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42796,,
Sac Date,42846,,
Age at Sac,50,,
RCAS injection?,Yes,,
Injection route,intracrainal,,
Injection Date,42798,,
Virus 1,TRE3-BRAF,,
Virus 2,TetOff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42815,,
Dox Tx?,Yes,,
Duration of Dox Tx,22 days,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Found dead,,
,,,
