Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42921,,
Mouse ID,15619,,
Disposition,lethargic,,
Sex,male,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42889,,
Sac Date,42921,,
Age at Sac,32,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,LV:NF1,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42909,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,hydrocephaly,,
,,,
