Mouse Necropsy information sheet,...2,...3,...4
Initials,ZL,,
Today's Date,44256,,
Mouse ID,25749-00,,
Disposition,right Side of head/ear,,
Disposition,Reason for sac: tumor size,,
Disposition,,,
Disposition,,,
Treatment,BRAFi + MEKi,,
Sex,female,`,
Strain,All Alleles,,
BD,44192,,
Sac Date,44256,,
Age at Sac,64,,
Injection Date,44558,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Drug treatment,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,no,,
Additional comments,"Skull intact, brain normal.",,
,organs looked normal,,
,"T1, for cryogenic sample, cell line made",,
,blood collected,,
