Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42922,,
Mouse ID,14094,,
Disposition,"lethargic, labored breathing",,
Sex,male,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42772,,
Sac Date,42922,,
Age at Sac,150,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42776,,
Virus 1,PDGFA,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42922,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,necrotic tissue on top of brain,,
,,,
