Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,42877,,
Mouse ID,14772,,
Disposition,"Active, groomed, healthy-looking other than very large tumor on right side and smaller tumor on left side",,
Sex,Male,,
Strain,All alleles,,
BD,42819,,
Sac Date,42877,,
Age at Sac,58,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42821,,
Virus 1,RCAS HA mTG2,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42864,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumors",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Very large tumors on right and smaller on left side. Lungs/heart looked normal.  Skull was intact.,,
,"Two tumor chunks frozen, no cell line attempted",,
