Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42872,,
Mouse ID,14879,,
Disposition,Sac'd due to labored breathing; tumor size; T1--rt scapula (merged with one in middle of scapulas); T2--left ear,,
Sex,Male,,
Strain,All Alleles,,
BD,42830,,
Sac Date,42871,,
Age at Sac,41,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42830,,
Virus 1,HA-Akt1 E17K (K179M),,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42863,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Sac'd due to labored breathing; tumor size; T1--rt scapula (merged with one in middle of scapulas); T2--left ear,,
,Brain and skull in tact.,,
,All organs appeared normal.,,
,3 cryogenics and 1 cell line attempted for T1; 2 cryogenics and 1 cell line attempted for T2,,
