Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42774,,
Mouse ID,11599,,
Disposition,Unknown-- necropsy file filled out significant time after actual necropsy. Was sac'd for tumor size.,,
Sex,Male,,
Strain,Pten WT,,
BD,42586,,
Sac Date,42671,,
Age at Sac,85,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42586,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42663,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Pten wt,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Necropsy filled out way after initial necropsy-- apparently wasn't done at that time.,,
,Cell line attempted and 2 tumor chunks frozen.,,
