Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42622,,
Mouse ID,11750,,
Disposition,"Lethargic disposition, hunched and unbalanced.",,
Sex,Male,,
Strain,All alleles,,
BD,42600,,
Sac Date,42636,,
Age at Sac,36,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42601,,
Virus 1,RCAS myrAkt 2PL/1KR,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42620,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, spleen, kidneys",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Tumor had dark areas on it-- not fluid filled.,,
,"Skull intact, H&L looked okay.",,
