Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42837,,
Mouse ID,14252,,
Disposition,Normal disposition; sac'd due to tumor size. T1-posterior to left ear; T2-posterior to right ear.,,
Sex,Male,,
Strain,All Alleles,,
BD,42785,,
Sac Date,42836,,
Age at Sac,51,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42787,,
Virus 1,HA-Akt1,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal disposition; sac'd due to tumor size. T1-posterior to left ear; T2-posterior to right ear.,,
,Brain and skull in tact.,,
,Thymus gland was extremely enlarged. Nodules also found on lungs.,,
,All other organs appeared normal.,,
,2 cryogenics and 1 cell line attempted per tumor.,,
