Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42857,,
Mouse ID,14543,,
Disposition,Slightly lethargic; ungroomed; sac'd due to tumor size and poor health. T1--located on right ear,,
Sex,Male,,
Strain,All Alleles,,
BD,42806,,
Sac Date,42857,,
Age at Sac,51,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42807,,
Virus 1,HA-Akt3 E17K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42845,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Slightly lethargic; ungroomed; sac'd due to tumor size and poor health. T1--located on right ear,,
,Tumor was very cystic - attempted to locate pieces for cryogenics in middle of tumor as much as possible.,,
,Brain and skull in tact.,,
,Tumor invaded abdominal cavity and grew on top of heart. All other organs appeared normal.,,
,3 cryogenics and 1 cell line attempted.,,
