Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42667,,
Mouse ID,11725,,
Disposition,"Lethargic disposition, no tumor visible upon first inspection.",,
Sex,Male,,
Strain,Ink WT,,
BD,42596,,
Sac Date,42667,,
Age at Sac,71,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42597,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,10/24/2016 (found in necropsy),,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, ear",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Small tumor found on right shoulder during necropsy,,
,"Apparent blood in brain, skull intact.",,
,Lung nodules present,,
,"Cell line attempted, rest of tumor saved for fixing. No tumor chunks frozen.",,
,"10/26/16-- wasn't a tumor, but likely a fatty deposit.",,
