Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,43028,,
Mouse ID,16772,,
Disposition,"impaired mobility of rear legs, poorly groomed, rapid breathing",,
Sex,Male,,
Strain,N-TVA; Braf Ca/+; Pten f/f; Ink f/f,,
BD,42984,,
Sac Date,43028,,
Age at Sac,44,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,42990,,
Virus 1,Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,,,
Date Tumor reported,43017,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; Braf het; Pten f/f; Ink f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"The brain appeared normal upon necropsy. There was a growth found on the skull, which I fixed in formalin with the brain.",,
,,,
