Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42850,,
Mouse ID,14386,,
Disposition,Normal disposition; sac'd due to eye infection and tumor size; T1--located on right ear; T2--located over right eye,,
Sex,Male,,
Strain,All Alleles,,
BD,42795,,
Sac Date,42850,,
Age at Sac,55,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42796,,
Virus 1,HA-Akt1,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,42837,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal disposition; sac'd due to eye infection and tumor size; T1--located on right ear; T2--located over right eye,,
,Tumor invaded skull on left side; skull soft and easily penetrable.,,
,Brain appeared normal and in tact.,,
,All other organs appeared normal.,,
,3 cryogenics attempted for T1; 1 cryogenic attempted for T2; 1 cell line attempted per tumor.,,
