Mouse Necropsy information sheet,...2,...3,...4
Initials,ZL,,
Today's Date,44249,,
Mouse ID,25641,,
Disposition,T1: Right shoulder/head,,
Disposition,Reason for sac: ulcerating tumor,,
Disposition,,,
Disposition,,,
Treatment,,,
Sex,Female,`,
Strain,All Alleles,,
BD,44177,,
Sac Date,44249,,
Age at Sac,72,,
Injection Date,44179,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Drug treatment,BRAFi + MEKi + FAKi,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,"Skull intact, brain normal.",,
,All organs appeared normal,,
,"T1, too small for cryogenic samples/cell lines.",,
,Blood taken,,
