Mouse Necropsy information sheet,...2,...3,...4
Initials,DY,,
Today's Date,42773,,
Mouse ID,12525,,
Disposition,"domed head, limited activity",,
Sex,Female,,
Strain,All Alleles,,
BD,42662,,
Sac Date,42773,,
Age at Sac,111,,
RCAN injection?,Yes,,
Injection route,intracranial,,
Injection Date,42664,,
Virus 1,RCAN-TRE3-BRAF,,
Virus 2,Rcas-TetOff,,
Virus 3,Rcas-Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,nestin-TVA; atrxf/f; ink4a/arf f/f; pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,large area of discoloration/lesion on cortex;,,
,,,
