Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42928,,
Mouse ID,15315,,
Disposition,"Normal disposition; sac'd for ulcerated tumor/tumor size; T1--located on left side, mid flank.",,
Sex,Male,,
Strain,All Alleles,,
BD,42864,,
Sac Date,42928,,
Age at Sac,64,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42866,,
Virus 1,HA-Akt1,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42906,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,"Normal disposition; sac'd for ulcerated tumor/tumor size; T1--located on left side, mid flank.",,
,Brain and skull were in tact.,,
,All other organs appeared normal.,,
,3 cryogenics and 1 cell line attempted.,,
