Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43105,,
Mouse ID,17120,,
Disposition,Experimental Endpoint,,
Sex,Female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,43038,,
Sac Date,43172,,
Age at Sac,134,,
RCAS injection?,Yes,,
Injection route,intracranial,,
Injection Date,43038,,
Virus 1,IDHR132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,N/A,,
Dox Tx?,TMZ,,
Duration of Dox Tx,21 days,,
Genotype,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
Tissue collected,"brain,",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Experimental Endpoint, brain appeared normal. Skin was raw and had lumps in it.",,
,,,
