Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43157,,
Mouse ID,17612,,
Disposition,Sac'd due to poor health; T1 - between ears and between scapulae; T2 - right scapula,,
Sex,Male,,
Strain,All Alleles,,
BD,43099,,
Sac Date,43157,,
Age at Sac,58,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43100,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,43152,,
Dox Tx?,Yes,,
Duration of Dox Tx,3 (Dox started when tumor reached 1000 mm3),,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None,,
Additional comments,Sac'd due to poor health; T1 - between ears and between scapulae; T2 - right scapula,,
,Brain and skull were in tact.,,
,Organs appeared normal,,
,T1 - 1 cryo and 1 cell line; T2 - 1 cyro and 1 cell line attempted,,
Blood Draw,"Plamsa collected, no buffy coat collected",,
