Mouse Necropsy information sheet,...2,...3,...4
Initials,CS,,
Today's Date,44084,,
Mouse ID,24280,,
Disposition,T1 -- Right side of neck/face,,
Disposition,Reason for sac: ulcerated tumor,,
Disposition,Normal behavior,,
Treatment,,,
Sex,Female,`,
Strain,All Alleles,,
BD,44032,,
Sac Date,44084,,
Age at Sac,52,,
Injection Date,44033,,
Virus 1,RCAS myrAkt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"T1, B, L",,
Zinc fixed?,No,,
Formalin fixed?,"T1, B, L",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,All organs appeared normal,,
,Blood collected,,
,"T1: Cryogenic (1 tube, 2 samples)",,
