Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42710,,
Mouse ID,11288,,
Disposition,Found dead,,
Sex,Male,,
Strain,Ink WT,,
BD,42561,,
Sac Date,42710,,
Age at Sac,149,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42563,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42682,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Ink wt,,
Tissue collected,"lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Some nodules on lungs,,
,Brain was too mushy to extract,,
,No cell lines attempted or tumor chunks frozen.,,
,"Two tumors, (1) right shoulder (2) left shoulder",,
