Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42660,,
Mouse ID,11787,,
Disposition,Looked healthy. Tumor at base of skull.,,
Sex,Male,,
Strain,Pten WT,,
BD,42601,,
Sac Date,42660,,
Age at Sac,59,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42601,,
Virus 1,RCAS hLSD1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42650,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf; Pten wt,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Appeared to be pretty healthy. Moving fine.,,
,Cell line attempted and 2 tumor cryovials frozen down,,
