Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42633,,
Mouse ID,11688-01 (w),,
Disposition,Found Dead,,
Sex,Female,,
Strain,N-TVA; pten f/f,,
BD,42593,,
Sac Date,42633,,
Age at Sac,40,,
RCAN injection?,Yes,,
Injection route,Intercranial,,
Injection Date,42594,,
Virus 1,TRE3-BRAF and TetOff and Cre,,
Virus 2,,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,N-TVA; pten f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Found Dead,,
,Skull intact,,
,Brain was mushy but came out in one piece,,
