Mouse Necropsy information sheet,...2,...3,...4
Initials,GP (DK performed necropsy),,
Today's Date,42914,,
Mouse ID,15326,,
Disposition,Mouse technician reported poor health; normal disposition at time of sac; T1--between scapulas.,,
Sex,Female,,
Strain,All Alleles,,
BD,42864,,
Sac Date,42914,,
Age at Sac,50,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42865,,
Virus 1,myr-HA-Akt1,,
Virus 2,Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42905,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,"Tumor, organs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,Yes,,
Additional comments,Mouse technician reported poor health; normal disposition at time of sac; T1--between scapulas.,,
,,,
,Brain and skull were in tact.,,
,All organs appeared normal except for one large lung nodule (retained with lungs).,,
,1 cryogenic attempted for T1; no cell lines attempted due to lack of supplies during moving of labs.,,
