Mouse Necropsy information sheet,...2,...3,...4
Initials,CF,,
Today's Date,42844,,
Mouse ID,14402,,
Disposition,Normal,,
Sex,M,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42796,,
Sac Date,42843,,
Age at Sac,47,,
RCAS injection?,Yes,,
Injection route,intracrainal,,
Injection Date,42798,,
Virus 1,TRE3-BRAF,,
Virus 2,TetOff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,,,
Dox Tx?,Yes,,
Duration of Dox Tx,19 days,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
