Mouse Necropsy information sheet,...2,...3,...4
Initials,RB,,
Today's Date,43049,,
Mouse ID,16057,,
Disposition,Lethargic,,
Sex,Male,,
Strain,N-TVA; Pten f/f; ATRX f/f,,
BD,42918,,
Sac Date,43049,,
Age at Sac,131,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42922,,
Virus 1,P53R273C,,
Virus 2,IDH1WT,,
Virus 3,PDGFA,,
Virus 4,Cre,,
Evidence of tumor?,Yes,,
Date Tumor reported,42940,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,N-TVA; Pten f/f; ATRX f/f,,
Tissue collected,Brain,,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Hydrocephaly, domed head",,
,,,
