Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43203,,
Mouse ID,18037,,
Disposition,Sac'd due to ungroomed and hunched appearance,,
Sex,Male,,
Strain,All Alleles,,
BD,43155,,
Sac Date,43203,,
Age at Sac,48,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,43157,,
Virus 1,RCAS Myr-HA-Akt1,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (2),,
Date Tumor reported,43199,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,No,,
Formalin fixed?,"Tumor, brain, lungs",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,None,,
Additional comments,Sac'd due to ungroomed and hunched appearance,,
,Brain and skull were in tact.,,
,Organs appeared normal,,
,T1 and T1 - no cryos and and 1 cell line attempted for each tumor,,
Blood Draw,Collected blood plasma,,
,"Had accidentally placed the lungs of NSG 214 in with 18-18037. Discovered this when grossing. Everything turned out fine, as I allocated the lungs back to an NSG 214 L cassette.",,
