Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42779,,
Mouse ID,13333,,
Disposition,found dead,,
Sex,male,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42718,,
Sac Date,42779,,
Age at Sac,61,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42720,,
Virus 1,IDH1R132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,mushy brain,,
,,,
