Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,42509,,
Mouse ID,10227,,
Disposition,Found dead but died very recently (rigor mortis); T1- possible tumor between scapulas (unk if this is primary or normal tissue),,
Sex,Female,,
Strain,All Alleles,,
BD,42484,,
Sac Date,42509,,
Age at Sac,25,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42485,,
Virus 1,RCAS HA-Akt3 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,"Not sure, possible primary tumor collected from between scapulas",,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Found dead but died very recently (rigor mortis); T1- possible tumor between scapulas (unk if this is primary or normal tissue),,
,Skull intact,,
,Organs appeared normal except lungs which sustained massive tumor infiltration (lungs almost completely unrecognizable as entire chest cavity was filled with nodules and had taken over lung tissue)- exact same metastatic phenotype as 10228,,
,"2 cell lines attempted from possible primary tumor, no cryogenics",,
