Mouse Necropsy information sheet,...2,...3,...4
Initials,KB,,
Today's Date,42792,,
Mouse ID,13692-01,,
Disposition,normal,,
Sex,F,,
Strain,N-TVA; pten f/f; Ink4a f/f,,
BD,42741,,
Sac Date,42790,,
Age at Sac,49,,
RCAS injection?,Yes,,
Injection route,Intracranial,,
Injection Date,42744,,
Virus 1,RCAS Cre,,
Virus 2,RCAS HBEGF,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,no,,
Date Tumor reported,42765,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Ntva; Pten f/f; Ink f/f,,
Tissue collected,brain,,
4% PFA transcardial perfusion,yes,,
Formalin fixed?,,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,,,
,,,
