Mouse Necropsy information sheet,...2,...3,...4
Initials,SS,,
Today's Date,42870,,
Mouse ID,14773,,
Disposition,"Slightly lethargic, had tumor beginning to ulcerate in ear. A cluster of tumors was nestled in between and around shoulder blades.",,
Sex,Male,,
Strain,All alleles,,
BD,42819,,
Sac Date,42870,,
Age at Sac,51,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42830,,
Virus 1,RCAS HA mTG2,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes,,
Date Tumor reported,42866,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, spleen, kidneys, liver, tumor",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Large nodule on one of lungs (doesn't have popcorn lung appearance),,
,Cluster of tumors around shoulders and one ulcerating in ear.,,
,Skull intact,,
