Mouse Necropsy information sheet,...2,...3,...4
Initials,SA,,
Today's Date,42772,,
Mouse ID,13323,,
Disposition,"domed head, lethargic",,
Sex,female,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42717,,
Sac Date,42772,,
Age at Sac,55,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42719,,
Virus 1,TRE3-Braf,,
Virus 2,Tetoff,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42752,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Hydrocephaly, distorted morphology of the brain (underdeveloped cortex)",,
,TVA negative during initial genotyping; reclipped tail to use to regenotype,,
