Mouse Necropsy information sheet,...2,...3,...4
Initials,MS,,
Today's Date,42809,,
Mouse ID,14240-00,,
Disposition,"No primary tumor evident, mouse was hunched, ungroomed, and had accelerated respiration.  And MASSIVE cranial expansion.",,
Sex,Male,,
Strain,All alleles,,
BD,42784,,
Sac Date,42809,,
Age at Sac,25,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42784,,
Virus 1,RCAS HA-Yb1 S100D,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,No,,
Date Tumor reported,NA,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidneys",,
,,,
Formalin fixed?,Yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Blood in brain, massive cranial expansion, enlarged brain, brain was intact.",,
,,,
