Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42909,,
Mouse ID,15120,,
Disposition,very lethargic,,
Sex,male,,
Strain,Nestin-TVA;pten f/f,,
BD,42845,,
Sac Date,42909,,
Age at Sac,64,,
RCAS injection?,Yes,,
Injection route,intercrainal,,
Injection Date,42846,,
Virus 1,PDGFA,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42901,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"enlarged brain, some fluid",,
,,,
