Mouse Necropsy information sheet,...2,...3,...4
Initials,KT,,
Today's Date,42817,,
Mouse ID,13947,,
Disposition,Normal disposition; sac'd due to tumor size; T1- R cheek,,
Sex,Male,,
Strain,All Alleles,,
BD,42764,,
Sac Date,42817,,
Age at Sac,53,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42765,,
Virus 1,HA-Akt3 E40K,,
Virus 2,Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42810,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Normal disposition; sac'd due to tumor size; T1- R cheek,,
,Brain and skull intact.,,
,All organs appear normal.,,
,3 cryogenics and 1 cell line attempted,,
