Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42517,,
Mouse ID,10049,,
Disposition,Distressed behavior; tumor located mid flank,,
Sex,Male,,
Strain,All Alleles,,
BD,42466,,
Sac Date,42517,,
Age at Sac,51,,
RCAN injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42457,,
Virus 1,RCAN HA-Akt1 E17K,,
Virus 2,Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42509,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, heart, lungs, kidney, spleen, liver, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,Distressed behavior; tumor located mid-flank,,
,Small possible lung mets present.,,
,All other organs appeared normal.,,
,Brain in tact.,,
,3 cryogenics attempted/3 cell lines attempted,,
,,,
,"NOTE- samples changed from formalin to 100% EtOH @ 24h (lab error), then grossed using 70% EtOH in attempt to rehydrate tissue",,
