Mouse Necropsy information sheet,...2,...3,...4
Initials,ND,,
Today's Date,43012,,
Mouse ID,16156,,
Disposition,Sac'd due to ulcerated tumor. T1 on left flank,,
Sex,Male,,
Strain,All Alleles,,
BD,42930,,
Sac Date,43012,,
Age at Sac,82,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42930,,
Virus 1,RCAN myr-HA-Akt1,,
Virus 2,RCAS Tet-Off-IRES-Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,42992,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf ca; ink/arf f/f; pten f/f,,
Tissue collected,"Tumors, brain, lungs",,
Zinc fixed?,"Brain, lungs",,
Formalin fixed?,Tumors,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,N/A,,
Additional comments,Sac'd due to ulcerated tumor. T1 on left flank,,
,Brain and skull were in tact.,,
,Spleen appeared slightly enlarged,,
,T1-  3 cryos and 1 cell line,,
