Mouse Necropsy information sheet,...2,...3,...4
Initials,DK,,
Today's Date,43506,,
Mouse ID,19137,,
Disposition,T1 -- Ventral side of neck,,
Disposition,Sac'd due to illness,,
Disposition,,,
Disposition,,,
Treatment,FAKi + BRAFi + MEKi,,
Sex,Female,,
Strain,All Alleles,,
BD,43401,,
Sac Date,43506,,
Age at Sac,105,,
Injection Date,43402,,
Virus 1,RCAS Akt1E17K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (1),,
Date Tumor reported,,,
Dox Tx?,No,,
Duration of Dox Tx,,,
Genotype,All Alleles,,
Tissue collected,"Brain, lungs, T1",,
Zinc fixed?,No,,
Formalin fixed?,"Brain, lungs, T1",,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Gross Visualization of Lung Nodules?,No,,
Additional comments,Skull intact,,
,FFPE for T1,,
,1 Cryo for T1,,
,1 CL attempted for T1,,
,All organs appeared normal,,
