Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42898,,
Mouse ID,15221,,
Disposition,"hunched, lethargic",,
Sex,male,,
Strain,Nestin-TVA;pten f/f;Ink4a f/f,,
BD,42855,,
Sac Date,42898,,
Age at Sac,43,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42857,,
Virus 1,IHD1WT,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42895,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA;pten f/f;Ink4a f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,tumor,,
,,,
