Mouse Necropsy information sheet,...2,...3,...4
Initials,GP,,
Today's Date,42724,,
Mouse ID,12462,,
Disposition,"Normal disposition, sac'd due to tumor size; T1-L ear; T2-between scapulas; T3-R ear",,
Sex,Female,,
Strain,All alleles,,
BD,42659,,
Sac Date,42724,,
Age at Sac,65,,
RCAS injection?,Yes,,
Injection route,Ear buds,,
Injection Date,42662,,
Virus 1,RCAS HA-Akt2 Q79K,,
Virus 2,RCAS Cre,,
Virus 3,,,
Virus 4,,,
Evidence of tumor?,Yes (3),,
Date Tumor reported,42706,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,DCT-TVA; Braf CA; ink/arf f/f; pten f/f,,
Tissue collected,"Brain, lungs, heart, liver, kidneys, spleen, tumor",,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,"Normal disposition, sac'd due to tumor size; T1-L ear; T2-between scapulas; T3-R ear",,
,Skull/brain was intact,,
,Small nodules found on lungs; lungs appeared enlarged.,,
,All other organs appeared normal.,,
,"2 cryos attempted per T1, 1 cryo attempted per T2, T3; 1 cell line attempted per tumor",,
