Mouse Necropsy information sheet,...2,...3,...4
Initials,AW,,
Today's Date,42776,,
Mouse ID,13030,,
Disposition,domed head,,
Sex,female,,
Strain,Nestin-TVA; ATRX flox/flox; Ink4a f/f; Pten f/f,,
BD,42700,,
Sac Date,42774,,
Age at Sac,74,,
RCAS injection?,Yes,,
Injection route,intercranial,,
Injection Date,42701,,
Virus 1,IDH1R132H,,
Virus 2,PDGFA,,
Virus 3,Cre,,
Virus 4,,,
Evidence of tumor?,yes,,
Date Tumor reported,42772,,
Dox Tx?,No,,
Duration of Dox Tx,NA,,
Genotype,Nestin-TVA; ATRX flox/+; Ink4a f/f; Pten f/f,,
Tissue collected,brain,,
,,,
Formalin fixed?,yes,,
Parafin Block #'s,,,
,,,
Slide #'s,,,
H&E?,,,
IHC?,,,
IHC stain 1,,,
IHC stain 2,,,
IHC stain 3,,,
Additional comments,hydrocephaly,,
,,,
